Monk_Tone,R,G,B
monk_6,141,159,171
monk_6,163,189,206
monk_6,138,149,151
monk_6,17,9,6
monk_6,202,201,209
monk_6,190,184,188
monk_6,223,222,230
monk_6,14,10,9
monk_6,253,253,253
monk_6,249,248,246
monk_6,254,254,254
monk_6,4,4,4
monk_6,161,156,150
monk_6,171,171,171
monk_6,165,155,146
monk_6,189,198,207
monk_6,63,66,75
monk_6,111,120,129
monk_6,234,239,243
monk_6,191,166,162
monk_6,248,250,249
monk_6,248,250,249
monk_6,255,255,255
monk_6,50,50,52
monk_6,251,251,251
monk_6,251,251,251
monk_6,43,42,47
monk_6,0,0,2
monk_6,226,231,234
monk_6,216,220,223
monk_6,234,238,241
monk_6,107,61,45
monk_6,229,235,235
monk_6,225,230,233
monk_6,237,243,243
monk_6,51,46,42
monk_6,204,204,214
monk_6,193,188,195
monk_6,222,222,234
monk_6,105,84,93
monk_6,134,154,165
monk_6,160,187,206
monk_6,131,146,149
monk_6,4,3,1
monk_6,252,252,252
monk_6,251,251,251
monk_6,191,126,108
monk_6,20,21,23
monk_6,253,253,253
monk_6,248,249,251
monk_6,254,254,254
monk_6,0,0,0
monk_6,5,5,5
monk_6,163,190,209
monk_6,134,149,154
monk_6,34,19,14
monk_6,249,249,249
monk_6,253,252,250
monk_6,253,253,253
monk_6,56,56,54
monk_6,203,201,212
monk_6,186,181,187
monk_6,217,217,229
monk_6,29,5,3
monk_6,209,208,216
monk_6,196,187,192
monk_6,224,224,232
monk_6,109,65,54
monk_6,10,11,15
monk_6,142,143,148
monk_6,169,160,155
monk_6,24,10,7
monk_6,231,234,239
monk_6,250,250,250
monk_6,18,18,18
monk_6,7,8,12
monk_6,252,252,252
monk_6,251,250,248
monk_6,252,252,252
monk_6,13,14,16
monk_6,150,154,157
monk_6,195,203,205
monk_6,33,30,37
monk_6,16,17,19
monk_6,226,230,231
monk_6,219,220,222
monk_6,239,240,242
monk_6,61,46,39
monk_6,38,24,21
monk_6,154,179,201
monk_6,141,154,160
monk_6,46,27,20
monk_6,145,149,158
monk_6,131,134,141
monk_6,124,127,136
monk_6,7,6,11
monk_6,251,249,252
monk_6,250,249,247
monk_6,74,72,75
monk_6,1,2,7
monk_6,205,204,212
monk_6,191,184,191
monk_6,223,223,231
monk_6,18,6,8
monk_6,252,252,252
monk_6,248,248,248
monk_6,104,68,56
monk_6,0,0,0
monk_6,204,204,214
monk_6,192,187,193
monk_6,218,220,232
monk_6,96,56,48
monk_6,211,205,205
monk_6,197,186,184
monk_6,225,219,221
monk_6,27,12,7
monk_6,208,208,220
monk_6,190,187,196
monk_6,223,225,237
monk_6,133,68,62
monk_6,236,238,237
monk_6,228,228,226
monk_6,248,248,248
monk_6,118,82,70
monk_6,38,24,21
monk_6,154,185,206
monk_6,135,153,157
monk_6,38,21,14
monk_6,18,16,17
monk_6,30,33,38
monk_6,163,154,147
monk_6,101,97,94
monk_6,200,200,210
monk_6,185,180,186
monk_6,211,213,225
monk_6,76,41,22
monk_6,87,97,107
monk_6,174,175,177
monk_6,115,106,99
monk_6,188,168,157
monk_6,70,53,46
monk_6,161,189,210
monk_6,138,153,158
monk_6,43,24,17
monk_6,225,226,228
monk_6,214,218,219
monk_6,237,238,242
monk_6,109,102,96
monk_6,207,207,217
monk_6,193,188,194
monk_6,223,223,233
monk_6,54,25,21
monk_6,67,43,39
monk_6,162,190,211
monk_6,133,148,153
monk_6,45,26,20
monk_6,207,207,219
monk_6,194,189,196
monk_6,218,220,232
monk_6,153,89,79
monk_6,240,245,249
monk_6,249,251,250
monk_6,21,21,23
monk_6,6,6,6
monk_6,205,207,220
monk_6,190,189,197
monk_6,223,227,238
monk_6,30,10,9
monk_6,138,131,125
monk_6,170,170,170
monk_6,162,153,146
monk_6,78,74,73
monk_6,225,225,223
monk_6,215,216,211
monk_6,242,242,242
monk_6,101,51,44
monk_6,1,1,1
monk_6,158,185,204
monk_6,137,148,150
monk_6,34,19,14
monk_6,212,207,211
monk_6,201,191,192
monk_6,231,226,232
monk_6,64,39,32
monk_6,203,203,213
monk_6,193,186,193
monk_6,213,215,227
monk_6,140,81,75
monk_6,251,251,251
monk_6,249,249,247
monk_6,0,0,2
monk_6,2,2,2
monk_6,110,128,138
monk_6,164,191,210
monk_6,134,148,149
monk_6,45,26,20
monk_6,232,237,240
monk_6,224,228,231
monk_6,244,248,249
monk_6,43,38,42
monk_6,250,250,252
monk_6,253,252,250
monk_6,62,57,54
monk_6,4,6,5
monk_6,255,255,255
monk_6,251,251,249
monk_6,253,253,253
monk_6,15,16,20
monk_6,204,203,211
monk_6,194,188,192
monk_6,220,220,228
monk_6,45,37,35
monk_6,159,152,144
monk_6,171,172,174
monk_6,167,158,151
monk_6,201,205,216
monk_6,230,235,238
monk_6,251,251,251
monk_6,12,3,4
monk_6,0,0,0
monk_6,205,205,217
monk_6,188,185,192
monk_6,217,219,231
monk_6,103,51,40
monk_6,150,143,135
monk_6,169,169,169
monk_6,161,152,147
monk_6,127,126,124
monk_6,224,228,231
monk_6,213,217,220
monk_6,236,240,243
monk_6,62,69,79
monk_6,242,244,243
monk_6,250,252,251
monk_6,87,88,93
monk_6,23,22,27
monk_6,254,254,254
monk_6,250,252,251
monk_6,255,253,254
monk_6,14,14,16
monk_6,252,252,252
monk_6,250,250,248
monk_6,200,137,119
monk_6,75,76,78
monk_6,208,208,218
monk_6,194,189,195
monk_6,221,221,231
monk_6,137,90,84
monk_6,211,221,220
monk_6,223,229,229
monk_6,231,236,239
monk_6,157,119,116
monk_6,151,144,138
monk_6,163,161,162
monk_6,161,152,147
monk_6,200,178,167
monk_6,130,135,141
monk_6,120,121,126
monk_6,122,126,135
monk_6,0,0,0
monk_7,240,236,237
monk_7,225,216,219
monk_7,227,222,226
monk_7,105,76,72
monk_7,223,221,224
monk_7,215,213,214
monk_7,208,208,210
monk_7,135,103,88
monk_7,220,218,219
monk_7,208,204,205
monk_7,215,213,214
monk_7,58,48,46
monk_7,172,185,194
monk_7,180,197,215
monk_7,176,169,163
monk_7,39,28,26
monk_7,168,185,193
monk_7,172,191,208
monk_7,172,167,161
monk_7,50,36,27
monk_7,222,220,221
monk_7,205,201,202
monk_7,215,213,216
monk_7,63,36,27
monk_7,209,205,204
monk_7,203,199,198
monk_7,188,186,187
monk_7,148,155,181
monk_7,225,223,226
monk_7,210,208,209
monk_7,216,214,217
monk_7,38,20,20
monk_7,233,231,236
monk_7,225,220,226
monk_7,224,221,228
monk_7,234,187,179
monk_7,238,236,241
monk_7,224,217,224
monk_7,224,222,227
monk_7,149,102,92
monk_7,238,237,243
monk_7,224,219,226
monk_7,229,228,236
monk_7,182,147,143
monk_7,241,239,244
monk_7,228,222,226
monk_7,225,222,229
monk_7,120,75,70
monk_7,220,218,221
monk_7,206,202,203
monk_7,211,209,212
monk_7,109,79,68
monk_7,187,173,147
monk_7,141,118,112
monk_7,139,140,124
monk_7,85,60,63
monk_7,64,66,65
monk_7,158,134,124
monk_7,51,61,34
monk_7,111,73,70
monk_7,221,219,222
monk_7,205,201,202
monk_7,216,216,218
monk_7,31,13,13
monk_7,200,209,216
monk_7,189,210,229
monk_7,196,194,182
monk_7,36,39,48
monk_7,210,209,207
monk_7,198,193,190
monk_7,190,188,189
monk_7,93,73,62
monk_7,236,235,240
monk_7,225,218,225
monk_7,226,223,230
monk_7,155,115,113
monk_7,34,40,38
monk_7,183,153,143
monk_7,186,193,149
monk_7,89,63,62
monk_7,239,237,242
monk_7,223,216,223
monk_7,225,222,229
monk_7,70,32,29
monk_7,239,238,243
monk_7,223,216,223
monk_7,225,222,229
monk_7,221,165,148
monk_7,223,221,224
monk_7,211,207,208
monk_7,214,212,215
monk_7,64,32,37
monk_7,181,191,200
monk_7,200,219,236
monk_7,180,175,169
monk_7,48,37,35
monk_7,236,234,239
monk_7,223,217,221
monk_7,224,219,226
monk_7,111,75,63
monk_7,226,226,228
monk_7,206,204,205
monk_7,214,212,217
monk_7,6,4,5
monk_7,183,192,199
monk_7,195,214,231
monk_7,181,176,170
monk_7,69,46,38
monk_7,209,205,204
monk_7,203,197,197
monk_7,189,188,186
monk_7,144,166,189
monk_7,32,47,42
monk_7,147,116,111
monk_7,105,106,111
monk_7,126,108,96
monk_7,169,178,187
monk_7,178,197,212
monk_7,172,168,159
monk_7,45,30,23
monk_7,183,191,193
monk_7,206,224,238
monk_7,179,172,164
monk_7,80,55,48
monk_7,236,235,241
monk_7,224,219,225
monk_7,221,221,229
monk_7,201,161,153
monk_7,47,51,52
monk_7,178,159,152
monk_7,154,152,139
monk_7,154,124,124
monk_7,225,225,223
monk_7,207,207,205
monk_7,215,215,215
monk_7,179,177,180
monk_7,239,237,242
monk_7,225,219,223
monk_7,223,220,227
monk_7,56,19,13
monk_7,243,237,237
monk_7,227,217,215
monk_7,232,224,222
monk_7,206,181,176
monk_7,240,234,234
monk_7,228,218,217
monk_7,226,220,220
monk_7,190,156,144
monk_7,221,219,222
monk_7,205,201,202
monk_7,210,208,213
monk_7,47,42,39
monk_7,33,42,37
monk_7,171,141,130
monk_7,129,140,80
monk_7,47,27,29
monk_7,239,237,242
monk_7,220,213,220
monk_7,226,224,229
monk_7,175,127,113
monk_7,210,206,205
monk_7,200,195,192
monk_7,194,190,191
monk_7,127,83,56
monk_7,102,99,94
monk_7,171,141,130
monk_7,81,82,66
monk_7,86,55,50
monk_7,27,37,29
monk_7,150,126,114
monk_7,68,73,33
monk_7,42,35,42
monk_7,172,185,193
monk_7,180,197,215
monk_7,171,166,160
monk_7,7,5,8
monk_7,34,40,28
monk_7,201,168,153
monk_7,134,156,94
monk_7,77,49,45
monk_7,238,236,241
monk_7,224,218,222
monk_7,224,222,227
monk_7,107,62,57
monk_7,86,87,79
monk_7,56,58,55
monk_7,108,111,68
monk_7,15,14,19
monk_7,236,234,239
monk_7,228,221,228
monk_7,230,228,233
monk_7,124,89,83
monk_7,171,186,193
monk_7,167,192,214
monk_7,161,157,148
monk_7,69,59,57
monk_7,83,87,90
monk_7,194,161,152
monk_7,86,84,87
monk_7,161,136,142
monk_7,219,219,221
monk_7,202,198,199
monk_7,213,211,214
monk_7,97,74,66
monk_7,194,208,219
monk_7,190,211,228
monk_7,194,192,180
monk_7,7,5,6
monk_7,243,241,246
monk_7,229,222,229
monk_7,230,227,234
monk_7,174,117,106
monk_7,211,207,206
monk_7,198,193,190
monk_7,191,187,188
monk_7,54,46,44
monk_7,223,221,224
monk_7,208,204,205
monk_7,218,216,219
monk_7,130,83,67
monk_7,175,186,190
monk_7,177,193,206
monk_7,175,168,158
monk_7,52,27,30
monk_7,193,210,218
monk_7,197,218,237
monk_7,190,188,176
monk_7,93,87,91
monk_7,179,187,189
monk_7,211,225,238
monk_7,179,174,168
monk_7,85,56,50
monk_7,183,191,193
monk_7,201,218,234
monk_7,180,173,165
monk_7,59,40,33
monk_7,224,222,223
monk_7,212,208,207
monk_7,208,206,207
monk_7,31,21,22
monk_7,224,224,226
monk_7,213,208,212
monk_7,207,206,212
monk_7,229,237,240
monk_7,34,43,40
monk_7,182,150,139
monk_7,135,149,90
monk_7,121,111,84
monk_7,234,232,237
monk_7,225,219,223
monk_7,225,220,227
monk_7,173,108,90
monk_7,223,221,224
monk_7,213,209,210
monk_7,209,208,213
monk_7,92,63,47
monk_7,222,220,221
monk_7,216,214,215
monk_7,207,207,209
monk_7,145,125,116
monk_7,166,180,191
monk_7,186,205,222
monk_7,170,165,159
monk_7,16,8,5
monk_7,178,185,193
monk_7,179,195,211
monk_7,174,167,159
monk_7,21,15,15
monk_7,175,185,194
monk_7,180,197,215
monk_7,170,165,159
monk_7,4,3,1
monk_7,43,55,45
monk_7,197,169,157
monk_7,59,77,29
monk_7,11,11,13
monk_7,173,182,189
monk_7,181,198,214
monk_7,171,164,156
monk_7,91,77,66
monk_7,183,192,197
monk_7,196,217,236
monk_7,185,178,170
monk_7,68,50,46
monk_7,183,191,194
monk_7,195,213,233
monk_7,183,176,168
monk_7,35,21,18
monk_7,225,225,223
monk_7,209,208,206
monk_7,210,210,210
monk_7,167,153,140
monk_7,225,225,225
monk_7,206,204,205
monk_7,212,210,215
monk_7,65,36,38
monk_7,236,237,242
monk_7,217,216,222
monk_7,224,224,232
monk_7,161,118,112
monk_7,223,221,224
monk_7,215,211,212
monk_7,212,210,215
monk_7,86,52,50
monk_8,58,37,32
monk_8,104,80,70
monk_8,172,175,168
monk_8,56,25,20
monk_8,203,201,202
monk_8,149,113,99
monk_8,231,227,218
monk_8,44,25,18
monk_8,188,163,158
monk_8,198,181,171
monk_8,231,227,218
monk_8,41,23,19
monk_8,206,196,186
monk_8,197,183,174
monk_8,212,202,192
monk_8,90,69,68
monk_8,195,206,208
monk_8,179,178,173
monk_8,185,191,189
monk_8,75,48,41
monk_8,102,85,78
monk_8,188,208,217
monk_8,176,179,172
monk_8,137,93,82
monk_8,207,192,189
monk_8,230,224,212
monk_8,231,227,216
monk_8,72,45,34
monk_8,57,31,32
monk_8,175,156,152
monk_8,174,124,113
monk_8,46,24,27
monk_8,204,191,182
monk_8,197,184,175
monk_8,208,198,188
monk_8,74,41,32
monk_8,169,141,130
monk_8,205,198,188
monk_8,206,202,191
monk_8,60,35,28
monk_8,49,25,21
monk_8,138,118,117
monk_8,197,170,161
monk_8,35,15,16
monk_8,209,227,237
monk_8,171,176,170
monk_8,180,182,179
monk_8,39,15,13
monk_8,203,193,183
monk_8,195,181,172
monk_8,205,195,185
monk_8,41,13,10
monk_8,251,232,226
monk_8,233,230,221
monk_8,238,234,225
monk_8,74,45,41
monk_8,177,184,176
monk_8,187,207,214
monk_8,179,180,174
monk_8,45,22,16
monk_8,188,194,192
monk_8,175,183,185
monk_8,179,181,178
monk_8,25,7,3
monk_8,58,33,28
monk_8,184,163,160
monk_8,204,186,184
monk_8,28,14,14
monk_8,162,164,159
monk_8,168,182,193
monk_8,172,173,168
monk_8,47,22,17
monk_8,205,196,187
monk_8,199,190,183
monk_8,213,204,195
monk_8,112,91,90
monk_8,200,214,217
monk_8,179,181,176
monk_8,184,189,192
monk_8,41,20,15
monk_8,44,22,24
monk_8,165,151,150
monk_8,215,190,185
monk_8,12,10,15
monk_8,229,221,218
monk_8,216,207,200
monk_8,235,228,220
monk_8,157,85,61
monk_8,175,185,177
monk_8,172,192,199
monk_8,174,179,172
monk_8,80,47,40
monk_8,195,167,156
monk_8,213,209,198
monk_8,218,212,200
monk_8,22,11,7
monk_8,226,219,209
monk_8,214,205,196
monk_8,231,225,213
monk_8,205,203,216
monk_8,71,50,47
monk_8,193,175,171
monk_8,175,125,114
monk_8,23,7,8
monk_8,255,252,254
monk_8,135,98,82
monk_8,227,223,214
monk_8,51,29,18
monk_8,203,193,183
monk_8,194,180,171
monk_8,203,193,183
monk_8,48,29,22
monk_8,236,222,209
monk_8,216,202,191
monk_8,243,231,219
monk_8,81,82,84
monk_8,55,45,43
monk_8,166,180,189
monk_8,173,172,167
monk_8,82,53,49
monk_8,242,232,222
monk_8,229,215,206
monk_8,241,231,221
monk_8,177,123,99
monk_8,183,189,185
monk_8,181,199,203
monk_8,180,183,176
monk_8,50,24,23
monk_8,192,205,211
monk_8,176,176,168
monk_8,187,192,195
monk_8,54,34,27
monk_8,206,199,189
monk_8,198,189,180
monk_8,212,205,195
monk_8,76,44,33
monk_8,61,35,38
monk_8,156,137,139
monk_8,170,120,111
monk_8,66,34,35
monk_8,185,191,191
monk_8,200,227,246
monk_8,180,182,179
monk_8,38,20,18
monk_8,242,223,206
monk_8,224,201,183
monk_8,245,226,209
monk_8,29,14,7
monk_8,207,198,189
monk_8,199,189,180
monk_8,214,205,196
monk_8,96,79,85
monk_8,207,198,189
monk_8,201,192,185
monk_8,212,203,194
monk_8,99,63,51
monk_8,240,224,211
monk_8,223,204,190
monk_8,240,224,209
monk_8,0,7,15
monk_8,166,134,121
monk_8,212,205,195
monk_8,215,209,197
monk_8,27,14,8
monk_8,207,198,189
monk_8,200,191,182
monk_8,213,204,195
monk_8,75,52,46
monk_8,93,74,67
monk_8,187,198,204
monk_8,185,185,177
monk_8,102,59,52
monk_8,202,192,182
monk_8,196,183,174
monk_8,206,196,186
monk_8,15,7,4
monk_8,246,228,224
monk_8,229,222,212
monk_8,230,226,215
monk_8,92,58,48
monk_8,225,218,208
monk_8,213,203,193
monk_8,228,220,209
monk_8,149,134,141
monk_8,239,220,205
monk_8,229,206,190
monk_8,233,214,197
monk_8,54,45,40
monk_8,168,167,165
monk_8,105,92,86
monk_8,171,180,177
monk_8,56,35,32
monk_8,56,32,30
monk_8,182,128,116
monk_8,180,130,121
monk_8,21,7,7
monk_8,240,228,216
monk_8,225,209,196
monk_8,241,229,217
monk_8,32,35,42
monk_8,187,194,187
monk_8,190,210,219
monk_8,182,185,176
monk_8,94,46,36
monk_8,189,191,190
monk_8,215,237,251
monk_8,170,175,171
monk_8,53,29,25
monk_8,222,213,204
monk_8,211,203,192
monk_8,225,217,206
monk_8,78,57,62
monk_8,222,213,204
monk_8,208,199,190
monk_8,227,218,209
monk_8,133,104,109
monk_8,62,53,46
monk_8,154,171,179
monk_8,172,173,168
monk_8,35,17,15
monk_8,61,33,22
monk_8,155,121,109
monk_8,174,107,81
monk_8,36,11,14
monk_8,66,42,38
monk_8,188,158,156
monk_8,172,122,111
monk_8,27,12,15
monk_8,237,225,213
monk_8,223,207,194
monk_8,241,227,214
monk_8,21,22,26
monk_8,189,193,192
monk_8,186,207,226
monk_8,179,179,177
monk_8,99,64,60
monk_8,33,14,16
monk_8,184,152,141
monk_8,178,119,105
monk_8,58,28,28
monk_8,211,190,185
monk_8,227,219,208
monk_8,239,235,226
monk_8,56,32,20
monk_8,204,191,182
monk_8,197,183,174
monk_8,205,195,185
monk_8,59,42,35
monk_8,233,217,202
monk_8,221,203,189
monk_8,232,216,201
monk_8,179,171,169
monk_8,229,213,198
monk_8,217,199,185
monk_8,231,215,199
monk_8,81,45,33
monk_8,229,213,198
monk_8,216,200,187
monk_8,230,214,198
monk_8,226,196,186
monk_8,226,213,205
monk_8,217,204,198
monk_8,229,218,212
monk_8,222,196,195
monk_8,231,226,222
monk_8,220,212,209
monk_8,235,227,224
monk_8,87,49,46
monk_8,223,218,214
monk_8,213,205,202
monk_8,227,222,218
monk_8,133,112,119
monk_8,198,146,133
monk_8,198,145,131
monk_8,203,153,142
monk_8,36,14,17
monk_8,225,211,200
monk_8,215,201,190
monk_8,230,220,208
monk_8,197,205,216
monk_8,196,143,129
monk_8,189,137,123
monk_8,196,146,135
monk_8,40,19,26
monk_8,227,220,227
monk_8,218,212,216
monk_8,240,235,241
monk_8,69,25,16
monk_8,238,233,229
monk_8,227,219,216
monk_8,241,236,232
monk_8,7,4,11
monk_8,230,216,205
monk_8,216,199,189
monk_8,230,216,205
monk_8,235,206,198
monk_8,227,226,234
monk_8,214,211,218
monk_8,235,234,240
monk_8,100,46,36
monk_8,224,217,209
monk_8,209,200,193
monk_8,227,220,212
monk_8,112,88,76
monk_8,240,235,231
monk_8,232,227,224
monk_8,237,234,229
monk_8,67,36,33
monk_8,220,214,216
monk_8,219,210,213
monk_8,233,227,229
monk_8,68,47,44
monk_8,242,237,233
monk_8,232,224,221
monk_8,244,239,235
monk_8,10,9,14
monk_8,160,172,184
monk_8,8,8,10
monk_8,134,138,141
monk_8,46,17,13
monk_8,235,227,224
monk_8,221,211,209
monk_8,233,225,222
monk_8,4,0,0
monk_8,226,212,201
monk_8,220,203,195
monk_8,231,219,205
monk_8,63,55,53
monk_8,222,211,205
monk_8,218,205,199
monk_8,231,220,214
monk_8,225,215,224
monk_8,237,232,226
monk_8,223,216,210
monk_8,236,231,225
monk_8,179,136,130
monk_8,223,216,210
monk_8,210,201,196
monk_8,226,217,212
monk_8,102,92,91
monk_8,225,216,219
monk_8,223,214,217
monk_8,235,229,229
monk_8,64,44,37
monk_8,200,143,132
monk_8,203,147,132
monk_8,213,161,148
monk_8,75,41,40
monk_8,105,110,114
monk_8,170,196,221
monk_8,86,86,86
monk_8,12,6,6
monk_8,226,217,218
monk_8,220,210,209
monk_8,233,227,227
monk_8,36,15,10
monk_8,227,222,229
monk_8,225,220,226
monk_8,241,238,245
monk_8,7,3,2
monk_8,227,213,204
monk_8,216,199,189
monk_8,238,225,217
monk_8,16,10,10
monk_8,231,224,218
monk_8,213,204,199
monk_8,229,222,216
monk_8,52,32,33
monk_8,220,219,225
monk_8,219,214,220
monk_8,236,235,241
monk_8,76,45,40
monk_8,224,221,228
monk_8,218,213,220
monk_8,233,232,238
monk_8,24,10,9
monk_8,241,236,233
monk_8,228,220,217
monk_8,240,235,231
monk_8,55,39,40
monk_8,102,106,109
monk_8,164,190,213
monk_8,84,84,84
monk_8,19,9,10
monk_8,162,171,180
monk_8,3,4,9
monk_8,133,137,140
monk_8,48,27,26
monk_8,156,163,169
monk_8,14,9,15
monk_8,131,132,134
monk_8,34,16,16
monk_8,228,226,231
monk_8,219,213,217
monk_8,242,240,245
monk_8,146,114,119
monk_8,231,222,225
monk_8,224,214,215
monk_8,243,237,239
monk_8,114,51,34
monk_8,229,214,207
monk_8,213,198,191
monk_8,227,214,205
monk_8,62,44,44
monk_8,224,210,199
monk_8,211,195,182
monk_8,228,214,201
monk_8,20,14,14
monk_8,231,223,220
monk_8,217,206,202
monk_8,233,225,222
monk_8,106,76,68
monk_8,112,113,115
monk_8,0,0,0
monk_8,89,94,97
monk_8,14,6,4
monk_8,196,144,131
monk_8,195,143,129
monk_8,207,158,143
monk_8,45,19,18
monk_8,195,142,128
monk_8,191,139,125
monk_8,197,148,134
monk_8,25,9,9
monk_8,199,145,133
monk_8,198,145,129
monk_8,206,157,142
monk_8,52,26,25
monk_8,225,222,229
monk_8,217,210,217
monk_8,235,233,238
monk_8,36,12,8
monk_8,164,176,188
monk_8,174,200,225
monk_8,135,139,142
monk_8,1,0,0
monk_8,242,235,229
monk_8,227,218,213
monk_8,243,235,232
monk_8,1,1,1
monk_8,195,143,132
monk_8,193,141,128
monk_8,200,150,139
monk_8,79,43,45
monk_8,223,226,235
monk_8,214,214,224
monk_8,233,236,245
monk_8,71,34,26
monk_8,108,115,121
monk_8,166,192,217
monk_8,86,86,86
monk_8,0,0,0
monk_8,232,219,211
monk_8,218,203,196
monk_8,223,210,201
monk_8,217,215,226
monk_8,153,160,166
monk_8,138,144,158
monk_8,129,133,134
monk_8,31,19,19
monk_8,157,171,182
monk_8,2,12,14
monk_8,134,139,143
monk_8,19,7,7
monk_8,223,218,225
monk_8,217,210,217
monk_8,231,226,232
monk_8,93,43,34
monk_8,232,223,218
monk_8,219,209,207
monk_8,231,222,217
monk_8,46,25,22
monk_8,235,221,208
monk_8,223,207,194
monk_8,229,215,202
monk_8,253,232,229
monk_8,235,228,222
monk_8,224,215,208
monk_8,238,231,225
monk_8,123,95,94
monk_8,228,222,224
monk_8,218,208,209
monk_8,238,232,232
monk_8,107,60,52
monk_8,238,233,229
monk_8,227,220,214
monk_8,240,235,231
monk_8,14,12,17
monk_8,223,220,229
monk_8,217,212,218
monk_8,230,227,234
monk_8,100,51,44
monk_8,160,169,176
monk_8,8,8,10
monk_8,135,139,142
monk_8,9,5,4
monk_8,223,218,224
monk_8,217,210,217
monk_8,238,233,239
monk_8,72,39,32
monk_8,165,175,185
monk_8,149,175,198
monk_8,132,133,135
monk_8,28,12,12
monk_8,148,155,163
monk_8,190,222,245
monk_8,124,129,133
monk_8,17,7,6
monk_8,194,142,129
monk_8,198,145,131
monk_8,204,155,141
monk_8,33,13,12
monk_8,223,222,230
monk_8,208,207,215
monk_8,234,234,242
monk_8,25,16,11
monk_8,225,225,235
monk_8,218,216,227
monk_8,235,235,243
monk_8,20,16,15
monk_8,224,223,231
monk_8,216,213,220
monk_8,235,234,240
monk_8,51,24,17
monk_8,193,141,128
monk_8,194,142,129
monk_8,199,147,136
monk_8,43,23,25
monk_8,0,0,0
monk_8,129,163,190
monk_8,84,93,92
monk_8,9,5,2
monk_8,197,145,134
monk_8,193,141,128
monk_8,199,149,140
monk_8,45,20,23
monk_8,220,219,227
monk_8,219,218,226
monk_8,231,232,237
monk_8,79,58,55
monk_8,229,215,202
monk_8,212,198,187
monk_8,228,214,203
monk_8,204,204,216
monk_8,242,235,229
monk_8,229,220,215
monk_8,244,237,231
monk_8,138,80,68
monk_8,196,142,130
monk_8,197,143,131
monk_8,200,150,139
monk_8,31,12,16
monk_8,237,232,226
monk_8,227,218,213
monk_8,240,233,225
monk_8,135,107,104
monk_8,233,228,222
monk_8,222,214,211
monk_8,236,229,223
monk_8,56,32,30
monk_8,238,233,229
monk_8,231,223,220
monk_8,240,233,227
monk_8,59,43,44
monk_8,99,104,107
monk_8,165,192,213
monk_8,86,86,86
monk_8,7,6,4
monk_8,223,220,229
monk_8,218,213,220
monk_8,233,230,237
monk_8,103,51,38
monk_9,196,183,174
monk_9,184,170,161
monk_9,199,186,177
monk_9,152,140,140
monk_9,188,199,205
monk_9,223,240,250
monk_9,167,168,163
monk_9,17,9,7
monk_9,212,135,107
monk_9,222,147,118
monk_9,228,158,132
monk_9,67,36,33
monk_9,235,224,218
monk_9,223,210,201
monk_9,242,233,226
monk_9,184,230,245
monk_9,32,7,3
monk_9,104,55,40
monk_9,221,153,130
monk_9,143,117,116
monk_9,235,225,216
monk_9,225,211,200
monk_9,240,231,222
monk_9,54,37,30
monk_9,193,183,171
monk_9,186,169,159
monk_9,205,189,176
monk_9,30,22,19
monk_9,203,194,187
monk_9,195,188,182
monk_9,216,207,200
monk_9,75,71,72
monk_9,200,186,177
monk_9,180,163,153
monk_9,203,187,174
monk_9,84,70,67
monk_9,31,6,0
monk_9,214,182,169
monk_9,177,116,95
monk_9,191,161,151
monk_9,206,189,173
monk_9,188,169,154
monk_9,201,182,165
monk_9,76,54,41
monk_9,187,197,199
monk_9,230,243,251
monk_9,166,171,165
monk_9,11,3,0
monk_9,56,39,32
monk_9,195,179,166
monk_9,189,175,162
monk_9,33,22,16
monk_9,205,195,186
monk_9,199,186,178
monk_9,213,204,195
monk_9,69,50,44
monk_9,65,30,28
monk_9,207,135,113
monk_9,225,157,134
monk_9,79,40,41
monk_9,237,228,221
monk_9,226,213,205
monk_9,234,225,218
monk_9,158,202,231
monk_9,187,198,200
monk_9,228,242,251
monk_9,166,167,162
monk_9,46,35,33
monk_9,206,197,190
monk_9,194,183,177
monk_9,214,203,197
monk_9,40,28,28
monk_9,125,64,43
monk_9,230,185,164
monk_9,206,133,101
monk_9,189,143,128
monk_9,196,186,177
monk_9,181,168,159
monk_9,201,189,177
monk_9,154,136,134
monk_9,136,73,58
monk_9,220,152,131
monk_9,214,152,131
monk_9,82,44,43
monk_9,214,205,196
monk_9,194,181,173
monk_9,219,210,203
monk_9,135,132,139
monk_9,209,199,190
monk_9,195,186,179
monk_9,218,211,203
monk_9,57,47,46
monk_9,63,26,18
monk_9,227,149,113
monk_9,223,148,116
monk_9,19,8,6
monk_9,205,195,186
monk_9,197,186,180
monk_9,217,208,201
monk_9,107,86,81
monk_9,141,142,144
monk_9,161,170,179
monk_9,103,96,90
monk_9,0,0,0
monk_9,232,223,214
monk_9,222,209,200
monk_9,239,230,221
monk_9,81,51,40
monk_9,237,227,218
monk_9,230,213,203
monk_9,239,229,220
monk_9,230,244,247
monk_9,80,51,45
monk_9,211,143,120
monk_9,184,119,99
monk_9,4,0,1
monk_9,191,202,206
monk_9,236,247,253
monk_9,162,163,158
monk_9,37,27,25
monk_9,198,184,173
monk_9,187,171,158
monk_9,202,188,175
monk_9,24,16,14
monk_9,95,56,49
monk_9,95,35,25
monk_9,181,117,92
monk_9,193,160,153
monk_9,193,180,172
monk_9,183,170,161
monk_9,196,183,174
monk_9,168,150,146
monk_9,222,213,208
monk_9,196,185,179
monk_9,223,216,210
